         111611055 function calls (108786268 primitive calls) in 138.524 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    34880    0.124    0.000    0.914    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:1485(_get_tick_label_size)
    91927    0.124    0.000    0.559    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:1832(frozen)
   167784    0.124    0.000    1.302    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/fromnumeric.py:198(reshape)
   289301    0.123    0.000    1.012    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:1782(transform)
    42764    0.122    0.000    0.580    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/path.py:99(__init__)
   121174    0.120    0.000    0.753    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:323(xmax)
    14000    0.119    0.000    0.193    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/zipfile.py:816(__init__)
     2800    0.119    0.000    0.274    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/zipfile.py:1358(_RealGetContents)
   517532    0.118    0.000    0.118    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:803(<genexpr>)
    42911    0.117    0.000    0.230    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/_api/__init__.py:134(check_shape)
    20246    0.116    0.000    1.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/numeric.py:2273(isclose)
   434641    0.116    0.000    0.116    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pyproj/transformer.py:337(_transformer)
    22307    0.115    0.000    0.436    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/spines.py:226(_adjust_location)
    95068    0.115    0.000    0.154    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/fromnumeric.py:3121(ndim)
      140    0.113    0.001    0.113    0.001 {method 'copy' of 'ImagingCore' objects}
   148080    0.112    0.000    0.170    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/lib/function_base.py:346(iterable)
    25567    0.111    0.000    0.291    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/lib/shape_base.py:612(column_stack)
     2240    0.111    0.000    0.339    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/relativity.py:116(_add_deflection)
89343/87369    0.110    0.000    0.135    0.000 {method 'view' of 'numpy.generic' objects}
     8768    0.109    0.000    0.710    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/lib/polynomial.py:171(roots)
   127862    0.109    0.000    1.010    0.000 <__array_function__ internals>:177(all)
   326523    0.109    0.000    0.109    0.000 {method 'pop' of 'dict' objects}
86321/81901    0.108    0.000    4.024    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:117(<lambda>)
      157    0.107    0.001    0.289    0.002 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/crs.py:965(_attach_lines_to_boundary)
    34880    0.107    0.000    8.793    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/ticker.py:2141(__call__)
    19814    0.107    0.000    4.518    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:1232(<listcomp>)
     8397    0.106    0.000    0.862    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/patches.py:531(_draw_paths_with_artist_properties)
    54644    0.105    0.000    0.105    0.000 {built-in method numpy.zeros}
24494/6124    0.105    0.000    0.915    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/copy.py:227(_deepcopy_dict)
   650929    0.104    0.000    0.104    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:812(get_visible)
    54530    0.103    0.000    1.443    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/ma/core.py:6600(array)
    11024    0.103    0.000    0.311    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/ticker.py:759(_set_order_of_magnitude)
    65207    0.103    0.000    0.110    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:131(geterr)
169197/169177    0.101    0.000    0.375    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:2422(transform_non_affine)
28740/27252    0.101    0.000    7.098    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/_api/deprecation.py:443(wrapper)
    19724    0.100    0.000    0.525    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/font_manager.py:1289(findfont)
176484/175464    0.100    0.000    0.971    0.000 {method 'view' of 'numpy.ndarray' objects}
   431566    0.099    0.000    0.137    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/enum.py:1207(__hash__)
     1400    0.098    0.000    2.205    0.002 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/timelib.py:1063(build_delta_t)
     5987    0.098    0.000   24.050    0.004 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:1237(get_tightbbox)
    13304    0.097    0.000    0.097    0.000 {method 'round' of 'numpy.ndarray' objects}
    58232    0.096    0.000    0.233    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/text.py:1245(_preprocess_math)
   264546    0.095    0.000    0.191    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:209(<lambda>)
   102896    0.094    0.000    0.814    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:1335(__add__)
    71781    0.094    0.000    0.146    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:1348(is_math_text)
    51233    0.094    0.000    0.385    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/markers.py:277(_recache)
100759/100467    0.094    0.000    1.815    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:2160(getter)
    28000    0.093    0.000    2.211    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/lib/format.py:891(_read_bytes)
     8942    0.093    0.000    0.093    0.000 {method 'write' of '_io.BufferedRandom' objects}
   181110    0.093    0.000    0.340    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/text.py:1157(set_x)
    16102    0.093    0.000    4.936    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:298(draw)
    31840    0.092    0.000    0.092    0.000 {built-in method builtins.round}
   164396    0.092    0.000    0.268    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/scale.py:115(get_transform)
   186666    0.092    0.000    0.287    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:241(convert_xunits)
     5480    0.091    0.000    1.278    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/bezier.py:275(axis_aligned_extrema)
18720/13532    0.091    0.000    3.509    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/spines.py:327(get_spine_transform)
   160089    0.091    0.000    0.715    0.000 {method 'min' of 'numpy.ndarray' objects}
127236/126354    0.091    0.000    1.791    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:813(viewLim)
        1    0.089    0.089    0.089    0.089 {method 'get_file_info' of 'pyarrow._fs.FileSystem' objects}
   284490    0.089    0.000    0.089    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:918(<listcomp>)
   121612    0.089    0.000    0.168    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:1361(_to_unmasked_float_array)
    10920    0.088    0.000    0.088    0.000 {built-in method numpy.core._multiarray_umath.c_einsum}
    42533    0.087    0.000    0.187    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/lines.py:1198(_set_markercolor)
   122340    0.087    0.000    0.742    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:310(set_label1)
    48503    0.087    0.000    0.184    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/font_manager.py:818(set_style)
     7000    0.087    0.000    6.815    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/lib/npyio.py:224(__getitem__)
   183077    0.086    0.000    0.581    0.000 {method 'max' of 'numpy.ndarray' objects}
    37915    0.086    0.000    1.995    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/patches.py:260(get_transform)
    77377    0.086    0.000    0.106    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:343(intervalx)
105681/101261    0.084    0.000    3.872    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:1179(_internal_update)
   119784    0.084    0.000    1.262    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/font_manager.py:982(copy)
    74928    0.084    0.000    0.084    0.000 {built-in method builtins.min}
   177512    0.082    0.000    0.290    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/text.py:1168(set_y)
     1400    0.082    0.000    2.357    0.002 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/nutationlib.py:236(iau2000a)
    42764    0.082    0.000    0.170    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/path.py:202(_update_values)
   137703    0.082    0.000    0.118    0.000 {built-in method _abc._abc_instancecheck}
   122340    0.082    0.000    0.721    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:323(set_label2)
   140423    0.081    0.000    0.118    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/copyreg.py:104(__newobj__)
    23800    0.081    0.000    0.081    0.000 {built-in method numpy.core._multiarray_umath.interp}
   431690    0.081    0.000    0.081    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pyproj/exceptions.py:19(clear)
    69244    0.080    0.000    0.127    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/ma/core.py:1308(_replace_dtype_fields)
   303282    0.078    0.000    0.083    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/text.py:1227(set_text)
    53962    0.078    0.000    0.340    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backend_bases.py:895(set_clip_path)
     1400    0.077    0.000    2.362    0.002 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/timelib.py:94(__init__)
     9907    0.077    0.000   13.209    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:2035(_get_tick_boxes_siblings)
    39628    0.077    0.000    1.045    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/ticker.py:230(format_ticks)
    13509    0.077    0.000    0.164    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/lines.py:1139(set_linestyle)
   195591    0.076    0.000    0.076    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/ma/core.py:3407(dtype)
   183188    0.076    0.000    0.213    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:253(convert_yunits)
    12880    0.076    0.000    0.176    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/functions.py:45(length_of)
     4384    0.076    0.000    0.304    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/bezier.py:239(polynomial_coefficients)
    56844    0.075    0.000    0.533    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:2006(rotate_deg)
     8400    0.075    0.000    3.007    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/jpllib.py:215(_at)
    95068    0.075    0.000    0.300    0.000 <__array_function__ internals>:177(ndim)
    17939    0.075    0.000    0.120    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/font_manager.py:1579(get_font)
   218502    0.074    0.000    0.074    0.000 {built-in method builtins.iter}
   358028    0.074    0.000    0.074    0.000 {built-in method builtins.abs}
    36407    0.073    0.000    0.073    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:190(__init__)
    48503    0.073    0.000    0.147    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/font_manager.py:831(set_variant)
     1400    0.072    0.000    0.096    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/nutationlib.py:100(equation_of_the_equinoxes_complimentary_terms)
    89372    0.072    0.000    0.102    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:361(width)
   203668    0.071    0.000    0.143    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:2131(transform)
     2839    0.071    0.000    0.071    0.000 {built-in method io.open_code}
    66442    0.071    0.000    0.121    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/font_manager.py:804(set_family)
    20772    0.070    0.000    0.074    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/lib/stride_tricks.py:416(_broadcast_shape)
23380/11690    0.070    0.000    0.661    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:2372(frozen)
   392238    0.068    0.000    0.068    0.000 {built-in method builtins.issubclass}
    17939    0.067    0.000    0.710    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/font_manager.py:1359(_find_fonts_by_props)
   118344    0.067    0.000    0.131    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/font_manager.py:1345(<genexpr>)
    56840    0.066    0.000    0.352    0.000 {method 'sum' of 'numpy.ndarray' objects}
18891/7551    0.066    0.000   77.807    0.010 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/_api/deprecation.py:379(wrapper)
    19814    0.066    0.000    4.217    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:1234(<listcomp>)
    30372    0.066    0.000    0.133    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:2038(translate)
91648/59936    0.065    0.000    0.209    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:2381(_invalidate_internal)
     2270    0.065    0.000    0.288    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/gridspec.py:145(get_grid_positions)
    51034    0.065    0.000    0.507    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:790(unit)
   171657    0.065    0.000    0.085    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/ma/core.py:1355(getmask)
    14405    0.065    0.000    0.309    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/text.py:941(set_color)
    23800    0.064    0.000    0.254    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/lib/function_base.py:1456(interp)
   620964    0.064    0.000    0.064    0.000 {method 'append' of 'array.array' objects}
   144582    0.064    0.000    0.286    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:764(get_transform)
     8400    0.063    0.000    2.924    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/jplephem/spk.py:157(compute_and_differentiate)
   140204    0.063    0.000    0.144    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:1350(_iter_break_from_left_to_right)
   255642    0.063    0.000    0.063    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/figure.py:2666(_set_dpi)
     1401    0.063    0.000    0.093    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/curvelib.py:31(derivative)
